id,label
1055,76
1056,63
1057,82
1058,17
1059,118
1060,152
1061,95
1062,2
1063,36
1064,89
1065,68
1066,82
1067,127
1068,34
1069,109
1070,3
1071,48
1072,131
1073,134
1074,43
1075,88
1076,116
1077,93
1078,28
1079,17
1080,70
1081,57
1082,47
1083,138
1084,101
1085,83
1086,113
1087,60
1088,32
1089,10
1090,146
1091,31
1092,54
1093,76
1094,69
1095,95
1096,177
1097,109
1098,81
1099,118
1100,182
1101,45
1102,32
1103,14
1104,51
1105,16
1106,95
1107,57
1108,15
1109,152
1110,1
1111,79
1112,126
1113,80
1114,74
1115,114
1116,60
1117,77
1118,110
1119,13
1120,173
1121,78
1122,198
1123,116
1124,38
1125,39
1126,125
1127,144
1128,78
1129,20
1130,17
1131,61
1132,160
1133,41
1134,68
1135,132
1136,17
1137,129
1138,129
1139,124
1140,74
1141,25
1142,51
1143,68
1144,131
1145,85
1146,55
1147,11
1148,137
1149,33
1150,132
1151,113
1152,77
1153,83
1154,94
1155,4
1156,22
1157,115
1158,11
1159,7
1160,157
1161,38
1162,168
1163,60
1164,93
1165,23
1166,112
1167,104
1168,60
1169,68
1170,100
1171,156
1172,88
1173,46
1174,48
1175,133
1176,132
1177,122
1178,80
1179,142
1180,148
1181,75
1182,20
1183,114
1184,3
1185,14
1186,144
1187,176
1188,10
1189,138
1190,56
1191,36
1192,83
1193,77
1194,46
1195,156
1196,99
1197,172
1198,5
1199,35
1200,75
1201,167
1202,34
1203,5
1204,69
1205,46
1206,111
1207,120
1208,45
1209,42
1210,52
1211,36
1212,34
1213,167
1214,122
1215,126
1216,80
1217,3
1218,168
1219,90
1220,99
1221,31
1222,109
1223,170
1224,25
1225,62
1226,95
1227,29
1228,23
1229,134
1230,10
1231,24
1232,63
1233,15
1234,155
1235,88
1236,63
1237,118
1238,109
1239,60
1240,13
1241,23
1242,4
1243,29
1244,119
1245,98
1246,19
1247,64
1248,43
1249,121
1250,125
1251,83
1252,114
1253,153
1254,120
1255,4
1256,44
1257,64
1258,73
1259,174
1260,108
1261,188
1262,44
1263,91
1264,33
1265,12
1266,29
1267,36
1268,33
1269,92
1270,132
1271,85
1272,7
1273,129
1274,45
1275,77
1276,7
1277,150
1278,119
1279,31
1280,101
1281,124
1282,65
1283,170
1284,180
1285,159
1286,71
1287,146
1288,115
1289,12
1290,39
1291,64
1292,95
1293,97
1294,47
1295,126
1296,6
1297,59
1298,30
1299,8
1300,34
1301,28
1302,18
1303,7
1304,110
1305,95
1306,3
1307,40
1308,23
1309,49
1310,177
1311,131
1312,6
1313,115
1314,82
1315,126
1316,25
1317,68
1318,20
1319,171
1320,89
1321,124
1322,75
1323,29
1324,32
1325,59
1326,39
1327,106
1328,1
1329,64
1330,132
1331,29
1332,115
1333,7
1334,162
1335,167
1336,119
1337,106
1338,115
1339,133
1340,113
1341,156
1342,2
1343,106
1344,37
1345,196
1346,21
1347,129
1348,65
1349,12
1350,117
1351,162
1352,7
1353,113
1354,116
1355,3
1356,25
1357,41
1358,134
1359,33
1360,89
1361,133
1362,15
1363,46
1364,78
1365,55
1366,198
1367,12
1368,110
1369,6
1370,104
1371,117
1372,112
1373,4
1374,56
1375,75
1376,145
1377,136
1378,1
1379,148
1380,8
1381,189
1382,104
1383,20
1384,81
1385,84
1386,39
1387,13
1388,23
1389,117
1390,113
1391,113
1392,52
1393,66
1394,86
1395,144
1396,142
1397,163
1398,36
1399,99
1400,132
1401,61
1402,79
1403,87
1404,16
1405,48
1406,111
1407,105
1408,129
1409,11
1410,30
1411,48
1412,55
1413,64
1414,101
1415,35
1416,169
1417,85
1418,19
1419,93
1420,31
1421,167
1422,20
1423,13
1424,47
1425,88
1426,11
1427,2
1428,20
1429,46
1430,24
1431,163
1432,4
1433,48
1434,170
1435,104
1436,21
1437,48
1438,57
1439,62
1440,79
1441,144
1442,31
1443,113
1444,167
1445,20
1446,66
1447,112
1448,15
1449,33
1450,64
1451,8
1452,90
1453,122
1454,114
1455,51
1456,165
1457,15
1458,28
1459,1
1460,81
1461,6
1462,34
1463,30
1464,28
1465,31
1466,20
1467,184
1468,28
1469,172
1470,36
1471,62
1472,170
1473,69
1474,129
1475,149
1476,57
1477,114
1478,95
1479,29
1480,59
1481,25
1482,29
1483,50
1484,60
1485,155
1486,91
1487,17
1488,56
1489,60
1490,72
1491,121
1492,152
1493,166
1494,4
1495,138
1496,71
1497,114
1498,131
1499,124
1500,132
1501,32
1502,34
1503,54
1504,38
1505,78
1506,106
1507,114
1508,94
1509,63
1510,23
1511,99
1512,31
1513,123
1514,29
1515,115
1516,121
1517,19
1518,41
1519,104
1520,109
1521,13
1522,92
1523,121
1524,29
1525,1
1526,90
1527,106
1528,115
1529,54
1530,62
1531,10
1532,91
1533,68
1534,55
1535,65
1536,132
1537,191
1538,169
1539,114
1540,56
1541,94
1542,102
1543,122
1544,112
1545,75
1546,39
1547,80
1548,42
1549,148
1550,47
1551,5
1552,32
1553,22
1554,32
1555,28
1556,163
1557,98
1558,134
1559,175
1560,29
1561,116
1562,111
1563,15
1564,77
1565,163
1566,84
1567,146
1568,198
1569,168
1570,14
1571,1
1572,13
1573,8
1574,62
1575,66
1576,158
1577,119
1578,175
1579,103
1580,23
1581,94
1582,19
1583,149
1584,138
1585,174
1586,14
1587,188
1588,23
1589,73
1590,53
1591,45
1592,41
1593,104
1594,40
1595,22
1596,24
1597,130
1598,70
1599,45
1600,18
1601,95
1602,29
1603,1
1604,55
1605,83
1606,49
1607,4
1608,122
1609,14
1610,115
1611,64
1612,105
1613,49
1614,76
1615,8
1616,28
1617,46
1618,79
1619,5
1620,114
1621,66
1622,59
1623,15
1624,54
1625,43
1626,33
1627,119
1628,52
1629,100
1630,131
1631,95
1632,31
1633,121
1634,64
1635,5
1636,91
1637,46
1638,35
1639,47
1640,104
1641,21
1642,34
1643,15
1644,119
1645,115
1646,56
1647,166
1648,84
1649,10
1650,108
1651,20
1652,3
1653,44
1654,56
1655,192
1656,122
1657,100
1658,68
1659,20
1660,132
1661,69
1662,64
1663,63
1664,166
1665,131
1666,140
1667,36
1668,145
1669,56
1670,17
1671,56
1672,29
1673,41
1674,74
1675,36
1676,154
1677,123
1678,7
1679,102
1680,126
1681,111
1682,111
1683,165
1684,19
1685,33
1686,123
1687,2
1688,71
1689,133
1690,120
1691,68
1692,118
1693,100
1694,33
1695,127
1696,134
1697,88
1698,33
1699,64
1700,116
1701,33
1702,90
1703,35
1704,42
1705,15
1706,134
1707,50
1708,90
1709,168
1710,138
1711,107
1712,114
1713,29
1714,45
1715,31
1716,93
1717,14
1718,14
1719,11
1720,42
1721,104
1722,163
1723,44
1724,157
1725,73
1726,22
1727,35
1728,76
1729,102
1730,186
1731,9
1732,47
1733,99
1734,147
1735,56
1736,76
1737,15
1738,144
1739,41
1740,22
1741,77
1742,192
1743,7
1744,36
1745,181
1746,114
1747,31
1748,59
1749,93
1750,59
1751,157
1752,33
1753,92
1754,114
1755,121
1756,36
1757,120
1758,144
1759,88
1760,53
1761,15
1762,47
1763,142
1764,47
1765,115
1766,3
1767,157
1768,151
1769,110
1770,63
1771,161
1772,157
1773,88
1774,169
1775,118
1776,99
1777,80
1778,37
1779,190
1780,152
1781,147
1782,109
1783,37
1784,44
1785,49
1786,146
1787,123
1788,82
1789,47
1790,17
1791,33
1792,114
1793,121
1794,74
1795,4
1796,108
1797,72
1798,95
1799,41
1800,57
1801,16
1802,32
1803,95
1804,157
1805,122
1806,18
1807,21
1808,192
1809,2
1810,91
1811,174
1812,61
1813,45
1814,166
1815,150
1816,18
1817,11
1818,23
1819,111
1820,154
1821,58
1822,187
1823,40
1824,88
1825,95
1826,14
1827,35
1828,34
1829,132
1830,154
1831,190
1832,14
1833,48
1834,55
1835,50
1836,31
1837,39
1838,101
1839,31
1840,41
1841,38
1842,118
1843,21
1844,20
1845,19
1846,29
1847,58
1848,3
1849,3
1850,99
1851,81
1852,115
1853,64
1854,121
1855,105
1856,99
1857,39
1858,195
1859,85
1860,124
1861,22
1862,46
1863,34
1864,83
1865,102
1866,11
1867,78
1868,17
1869,46
1870,105
1871,148
1872,73
1873,130
1874,117
1875,74
1876,32
1877,129
1878,67
1879,30
1880,131
1881,30
1882,19
1883,12
1884,186
1885,40
1886,105
1887,47
1888,32
1889,76
1890,149
1891,140
1892,154
1893,28
1894,144
1895,188
1896,28
1897,114
1898,8
1899,35
1900,34
1901,3
1902,76
1903,58
1904,9
1905,76
1906,158
1907,79
1908,121
1909,2
1910,42
1911,118
1912,126
1913,39
1914,130
1915,90
1916,41
1917,63
1918,19
1919,16
1920,26
1921,39
1922,139
1923,106
1924,37
1925,67
1926,129
1927,31
1928,11
1929,51
1930,35
1931,51
1932,8
1933,49
1934,89
1935,59
1936,104
1937,139
1938,16
1939,23
1940,84
1941,43
1942,55
1943,15
1944,36
1945,7
1946,124
1947,88
1948,29
1949,42
1950,81
1951,33
1952,29
1953,85
1954,100
1955,95
1956,101
1957,112
1958,157
1959,6
1960,57
1961,29
1962,37
1963,9
1964,88
1965,110
1966,140
1967,82
1968,176
1969,175
1970,43
1971,37
1972,63
1973,127
1974,31
1975,147
1976,89
1977,111
1978,11
1979,156
1980,85
1981,64
1982,24
1983,100
1984,114
1985,14
1986,96
1987,160
1988,21
1989,26
1990,98
1991,21
1992,33
1993,9
1994,129
1995,47
1996,29
1997,49
1998,184
1999,89
2000,50
2001,46
2002,59
2003,103
2004,119
2005,146
2006,53
2007,32
2008,105
2009,37
2010,92
2011,87
2012,74
2013,34
2014,59
2015,8
2016,147
2017,52
2018,1
2019,52
2020,56
2021,61
2022,66
2023,19
2024,88
2025,47
2026,34
2027,155
2028,130
2029,32
2030,88
2031,21
2032,40
2033,100
2034,166
2035,29
2036,61
2037,188
2038,122
2039,17
2040,1
2041,141
2042,118
2043,60
2044,154
2045,35
2046,81
2047,17
2048,31
2049,75
2050,98
2051,82
2052,136
2053,16
2054,28
2055,38
2056,87
2057,29
2058,186
2059,39
2060,84
2061,12
2062,67
2063,146
2064,129
2065,42
2066,37
2067,184
2068,31
2069,159
2070,189
2071,33
2072,39
2073,13
2074,33
2075,56
2076,22
2077,77
2078,178
2079,148
2080,26
2081,14
2082,152
2083,108
2084,18
2085,77
2086,196
2087,65
2088,60
2089,51
2090,21
2091,51
2092,70
2093,36
2094,19
2095,95
2096,3
2097,194
2098,47
2099,110
2100,129
2101,32
2102,78
2103,43
2104,51
2105,30
2106,125
2107,39
2108,124
2109,22
2110,44
2111,46
2112,84
2113,186
2114,140
2115,69
2116,76
2117,57
2118,70
2119,162
2120,33
2121,104
2122,35
2123,47
2124,145
2125,106
2126,48
2127,162
2128,130
2129,11
2130,51
2131,39
2132,27
2133,45
2134,90
2135,8
2136,89
2137,63
2138,34
2139,23
2140,118
2141,66
2142,173
2143,47
2144,156
2145,152
2146,96
2147,32
2148,42
2149,75
2150,147
2151,136
2152,88
2153,4
2154,49
2155,190
2156,49
2157,92
2158,29
2159,45
2160,86
2161,139
2162,80
2163,107
2164,158
2165,20
2166,92
2167,26
2168,56
2169,199
2170,23
2171,29
2172,37
2173,182
2174,168
2175,104
2176,13
2177,169
2178,30
2179,86
2180,1
2181,23
2182,122
2183,47
2184,52
2185,125
2186,100
2187,110
2188,17
2189,155
2190,26
2191,31
2192,11
2193,80
2194,157
2195,49
2196,98
2197,8
2198,178
2199,132
2200,156
2201,15
2202,50
2203,85
2204,77
2205,21
2206,41
2207,38
2208,118
2209,93
2210,149
2211,6
2212,53
2213,170
2214,120
2215,118
2216,141
2217,22
2218,22
2219,73
2220,33
2221,68
2222,100
2223,65
2224,133
2225,28
2226,56
2227,124
2228,71
2229,135
2230,129
2231,29
2232,43
2233,5
2234,87
2235,36
2236,52
2237,8
2238,65
2239,129
2240,33
2241,101
2242,49
2243,102
2244,48
2245,28
2246,33
2247,13
2248,88
2249,10
2250,167
2251,43
2252,127
2253,106
2254,98
2255,23
2256,118
2257,55
2258,94
2259,175
2260,90
2261,109
2262,153
2263,144
2264,66
2265,94
2266,144
2267,97
2268,114
2269,7
2270,176
2271,68
2272,195
2273,175
2274,24
2275,15
2276,129
2277,141
2278,120
2279,155
2280,152
2281,139
2282,69
2283,8
2284,46
2285,48
2286,116
2287,122
2288,122
2289,33
2290,197
2291,121
2292,141
2293,55
2294,29
2295,88
2296,1
2297,143
2298,159
2299,70
2300,187
2301,117
2302,195
2303,76
2304,16
2305,8
2306,45
2307,17
2308,87
2309,13
2310,25
2311,36
2312,77
2313,40
2314,75
2315,67
2316,87
2317,75
2318,111
2319,37
2320,126
2321,59
2322,114
2323,110
2324,180
2325,157
2326,28
2327,92
2328,121
2329,148
2330,89
2331,77
2332,33
2333,4
2334,86
2335,3
2336,18
2337,36
2338,31
2339,134
2340,176
2341,126
2342,116
2343,94
2344,41
2345,150
2346,88
2347,141
2348,37
2349,64
2350,20
2351,89
2352,46
2353,142
2354,20
2355,59
2356,112
2357,50
2358,128
2359,22
2360,166
2361,144
2362,77
2363,48
2364,182
2365,102
2366,192
2367,41
2368,1
2369,81
2370,39
2371,37
2372,14
2373,23
2374,66
2375,29
2376,103
2377,4
2378,10
2379,18
2380,108
2381,160
2382,94
2383,72
2384,53
2385,123
2386,182
2387,64
2388,13
2389,142
2390,28
2391,110
2392,88
2393,4
2394,70
2395,40
2396,156
2397,132
2398,106
2399,86
2400,154
2401,114
2402,23
2403,124
2404,36
2405,129
2406,127
2407,33
2408,22
2409,167
2410,85
2411,55
2412,27
2413,177
2414,27
2415,47
2416,23
2417,60
2418,27
2419,25
2420,93
2421,16
2422,99
2423,60
2424,103
2425,9
2426,57
2427,51
2428,20
2429,29
2430,115
2431,75
2432,37
2433,103
2434,32
2435,170
2436,154
2437,190
2438,105
2439,37
2440,114
2441,32
2442,95
2443,51
2444,16
2445,18
2446,36
2447,73
2448,92
2449,98
2450,66
2451,57
2452,64
2453,163
2454,29
2455,43
2456,167
2457,94
2458,51
2459,66
2460,76
2461,79
2462,187
2463,56
2464,14
2465,83
2466,156
2467,68
2468,33
2469,62
2470,77
2471,72
2472,192
2473,95
2474,21
2475,153
2476,140
2477,104
2478,31
2479,85
2480,19
2481,28
2482,47
2483,75
2484,44
2485,16
2486,33
2487,149
2488,101
2489,51
2490,33
2491,16
2492,40
2493,37
2494,12
2495,83
2496,137
2497,22
2498,159
2499,32
2500,196
2501,132
2502,51
2503,28
2504,46
2505,80
2506,23
2507,8
2508,107
2509,141
2510,149
2511,1
2512,133
2513,93
2514,17
2515,105
2516,79
2517,26
2518,152
2519,66
2520,155
2521,24
2522,168
2523,9
2524,23
2525,75
2526,121
2527,117
2528,172
2529,96
2530,88
2531,33
2532,188
2533,36
2534,113
2535,83
2536,178
2537,74
2538,57
2539,128
2540,69
2541,7
2542,5
2543,104
2544,31
2545,141
2546,88
2547,7
2548,78
2549,151
2550,78
2551,56
2552,161
2553,35
2554,122
2555,74
2556,159
2557,61
2558,40
2559,25
2560,114
2561,32
2562,42
2563,41
2564,19
2565,49
2566,42
2567,123
2568,3
2569,86
2570,73
2571,80
2572,175
2573,65
2574,33
2575,98
2576,43
2577,32
2578,63
2579,35
2580,106
2581,20
2582,32
2583,86
2584,68
2585,72
2586,20
2587,81
2588,23
2589,79
2590,33
2591,133
2592,80
2593,110
2594,131
2595,35
2596,158
2597,180
2598,31
2599,5
2600,30
2601,176
2602,165
2603,59
2604,197
2605,156
2606,8
2607,130
2608,176
2609,119
2610,16
2611,146
2612,6
2613,94
2614,72
2615,18
2616,79
2617,29
2618,33
2619,13
2620,14
2621,166
2622,58
2623,9
2624,63
2625,127
2626,175
2627,31
2628,135
2629,74
2630,28
2631,33
2632,85
2633,4
2634,95
2635,95
2636,89
2637,95
2638,16
2639,181
2640,35
2641,40
2642,33
2643,111
2644,175
2645,143
2646,153
2647,12
2648,111
2649,48
2650,68
2651,68
2652,29
2653,63
2654,63
2655,148
2656,168
2657,163
2658,37
2659,106
2660,76
2661,7
2662,36
2663,85
2664,53
2665,85
2666,188
2667,151
2668,16
2669,124
2670,61
2671,37
2672,85
2673,19
2674,141
2675,111
2676,31
2677,97
2678,147
2679,33
2680,100
2681,154
2682,63
2683,91
2684,90
2685,138
2686,160
2687,62
2688,118
2689,200
2690,20
2691,77
2692,70
2693,84
2694,35
2695,23
2696,51
2697,88
2698,19
2699,72
2700,34
2701,77
2702,60
2703,16
2704,79
2705,127
2706,95
2707,20
2708,145
2709,53
2710,36
2711,95
2712,185
2713,47
2714,41
2715,190
2716,195
2717,81
2718,46
2719,28
2720,72
2721,157
2722,73
2723,49
2724,80
2725,57
2726,170
2727,132
2728,13
2729,100
2730,119
2731,34
2732,70
2733,143
2734,33
2735,142
2736,83
2737,127
2738,60
2739,174
2740,79
2741,99
2742,22
2743,104
2744,87
2745,57
2746,35
2747,87
2748,69
2749,104
2750,14
2751,33
2752,128
2753,87
2754,187
2755,132
2756,121
2757,66
2758,39
2759,19
2760,83
2761,6
2762,39
2763,15
2764,105
2765,120
2766,67
2767,118
2768,79
2769,16
2770,43
2771,47
2772,53
2773,124
2774,22
2775,71
2776,29
2777,186
2778,77
2779,112
2780,86
2781,173
2782,81
2783,137
2784,8
2785,112
2786,191
2787,7
2788,163
2789,70
2790,29
2791,31
2792,29
2793,160
2794,20
2795,114
2796,122
2797,152
2798,31
2799,77
2800,103
2801,72
2802,60
2803,52
2804,29
2805,22
2806,53
2807,116
2808,2
2809,54
2810,161
2811,11
2812,25
2813,52
2814,101
2815,62
2816,79
2817,4
2818,75
2819,76
2820,47
2821,56
2822,138
2823,33
2824,75
2825,17
2826,16
2827,24
2828,81
2829,117
2830,77
2831,65
2832,37
2833,118
2834,68
2835,117
2836,171
2837,145
2838,39
2839,167
2840,166
2841,73
2842,144
2843,47
2844,124
2845,190
2846,155
2847,53
2848,110
2849,70
2850,36
2851,3
2852,50
2853,9
2854,193
2855,37
2856,150
2857,53
2858,33
2859,168
2860,29
2861,120
2862,42
2863,156
2864,22
2865,120
2866,34
2867,44
2868,76
2869,20
2870,108
2871,23
2872,63
2873,75
2874,127
2875,108
2876,12
2877,163
2878,38
2879,51
2880,75
2881,184
2882,185
2883,106
2884,195
2885,37
2886,7
2887,61
2888,114
2889,107
2890,25
2891,13
2892,29
2893,61
2894,151
2895,43
2896,25
2897,146
2898,162
2899,72
2900,190
2901,31
2902,156
2903,118
2904,157
2905,127
2906,168
2907,65
2908,68
2909,186
2910,20
2911,74
2912,48
2913,84
2914,39
2915,118
2916,52
2917,23
2918,172
2919,97
2920,29
2921,41
2922,21
2923,116
2924,115
2925,32
2926,111
2927,109
2928,34
2929,120
2930,32
2931,117
2932,72
2933,162
2934,113
2935,59
2936,188
2937,16
2938,13
2939,61
2940,101
2941,39
2942,199
2943,113
2944,77
2945,126
2946,94
2947,146
2948,101
2949,11
2950,62
2951,1
2952,101
2953,175
2954,95
2955,104
2956,175
2957,98
2958,102
2959,69
2960,80
2961,121
2962,116
2963,46
2964,104
2965,97
2966,163
2967,49
2968,141
2969,57
2970,75
2971,50
2972,116
2973,153
2974,12
2975,32
2976,29
2977,13
2978,12
2979,155
2980,53
2981,52
2982,104
2983,93
2984,184
2985,6
2986,50
2987,38
2988,159
2989,57
2990,9
2991,109
2992,58
2993,7
2994,175
2995,96
2996,141
2997,187
2998,119
